case,Year,R.mth,date,intv_nam,Country_residence,City_residence,Purpose_grp,Purpose,Weights_QTR,Air_Terminal,Sea_Terminal,Land_Terminal,langint,1st_visit,length_stay,travel_type,f1_gender,f3_occupation,f4_industry,f5_designation,f5_designation.oth,shop_$fash,shop_$jew,shop_$wat,shop_$well,shop_$food,shop_$gift,shop_$ctec,shop_$anti,shop_$oth,shop_$any,totacc_$,totfnb_$,tottran_$,totbiz_$,totedu_$,totmedi_$,tototh_$,totshopping_$,totexp_$,MainAccomm,MainHotel,travel_companion.1,travel_companion.2,travel_companion.3,travel_companion.4,travel_companion.5
3341,2015,February,2015-02-14,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,4 days,Packaged,Male,"Businessman (small company, <50 people)",Marketing & Media,Others (specify),Owner,500.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,311.4814814814816,16.35279706144747,54.4074074074076,0.0,0,0.0,0.0,804.8531356990169,1187.0948216493534,Hotel,York Hotel,Others,,,,
3342,2015,February,2015-02-14,Philip Chew,Indonesia,Batam,Leisure,Visiting friends/relatives,1290.3076923076924,,RFT,,English,No,2 days,Non-Packaged,Male,"Executive (sales, administration)",Real Estate Activities,Others (specify),Property agent,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,450.0,0.0,25.158149325303796,6.289537331325949,0.0,0,0.0,0.0,554.8531356990169,586.3008223556466,Stayed with relatives/ friends,,Alone,,,,
3343,2015,February,2015-02-14,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,341.9375,,RFT,,English,No,Under 1 day,Non-Packaged,Male,"Executive (sales, administration)",Marketing & Media,Junior Executive, ,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,31.44768665662975,25.158149325303796,0.0,0,0.0,0.0,154.85313569901686,211.4589716809504,Accommodation not required - Day Tripper,,Friends,,,,
3344,2015,February,2015-02-14,Philip Chew,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",432.8666666666667,,RFT,,English,No,Under 1 day,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Education,Others (specify),Teacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.642334392773417,37.737223987955694,0.0,0,0.0,0.0,104.85313569901686,165.23269407974598,Accommodation not required - Day Tripper,,Alone,,,,
3365,2015,February,2015-02-14,Bay Poh Choo,Indonesia,Medan,Leisure,Visiting friends/relatives,1139.851851851852,Terminal 1,,,Chinese,No,5 days,Non-Packaged,Male,Retired,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1291138773373,0.0,0,0.0,0.0,104.85313569901686,110.98224957635416,Stayed with relatives/ friends,,Spouse,,,,
3366,2015,February,2015-02-14,Bay Poh Choo,Indonesia,Medan,Leisure,Visiting friends/relatives,310.76296296296294,Terminal 1,,,Chinese,No,1 day,Non-Packaged,Female,"Executive (sales, administration)",Fincial and Insurance Activities,Others (specify),Banking Officer,200.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,300.0,1094.528835852547,919.367081600595,153.2278469334325,0.0,0,0.0,0.0,404.8531356990169,2571.9769000855913,Hotel,Hotel Michael,Alone,,,,
3367,2015,February,2015-02-14,Bay Poh Choo,Indonesia,Medan,Business+Accompanying Pax,General business purpose,1290.3076923076924,Terminal 1,,,English,No,Under 1 day,Business (Non-Packaged),Male,Others (specify),Transportation and Logistics,Others (specify),Seaman,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0,0.0,0.0,134.85313569901686,134.85313569901686,Accommodation not required - Day Tripper,,Alone,,,,
3368,2015,February,2015-02-14,Bay Poh Choo,Indonesia,Medan,Leisure,Visiting friends/relatives,1042.0714285714287,Terminal 1,,,Chinese,No,7 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,22.0,82.0,0.0,4.377938483812357,13.133815451437071,0.0,0,0.0,0.0,186.85313569901686,204.3648896342663,Stayed with relatives/ friends,,Spouse,,,,
3396,2015,February,2015-02-16,Simon,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,376.95,Terminal 3,,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Agriculture and Fishing,Senior Executive, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,383.0696173335812,91.9367081600595,61.291138773373,0.0,0,100.0,0.0,204.85313569901686,841.1505999660305,Hotel,York Hotel,Parents/ Parents-in-law,,,,
3403,2015,February,2015-02-16,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,419.09,Terminal 1,,,English,No,1 day,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Public Administration,Mager/ Assistant Mager, ,75.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,125.0,229.84177040014876,199.19620101346226,61.291138773373,0.0,0,0.0,0.0,229.85313569901686,720.1822458860008,Hotel,Hotel Nuve,Spouse,,,,
3404,2015,February,2015-02-16,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,1042.0714285714287,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,400.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,420.0,30.645569386686503,280.9177193779596,20.430379591124336,0.0,0,0.0,0.0,524.8531356990169,856.8468040547873,Hotel,Concorde Hotel Singapore,Spouse,,,,
3406,2015,February,2015-02-16,Simon,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,1139.851851851852,Terminal 3,,,Chinese,No,1 day,Non-Packaged,Male,Retired,,, ,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0,500.0,0.0,134.85313569901686,634.8531356990169,Stayed with relatives/ friends,,Alone,,,,
3412,2015,February,2015-02-16,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,550.7349397590361,Terminal 3,,,English,No,2 days,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Construction,Others (specify),Architect,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,306.455693866865,122.582277546746,45.96835408002975,0.0,0,0.0,0.0,354.8531356990169,829.8594611926576,Hotel,Mandarin Orchard Singapore,Spouse,,,,
3413,2015,February,2015-02-16,Simon,Indonesia,Jakarta,Business+Accompanying Pax,General business purpose,351.8817204301075,Terminal 3,,,English,No,3 days,Business (Non-Packaged),Male,"Executive (sales, administration)",InfoComm Technology,Senior Executive, ,25.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,55.0,76.61392346671626,51.07594897781084,30.645569386686503,0.0,0,0.0,0.0,159.85313569901686,318.1885775302305,Hostel (Rental by bed),,Alone,,,,
3414,2015,February,2015-02-16,Simon,Indonesia,Bandung,Business+Accompanying Pax,General business purpose,351.8817204301075,Terminal 3,,,English,Yes,5 days,Business (Non-Packaged),Female,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Public Administration,Clerk/ Secretary/ Persol Assistant, ,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,22.5,61.291138773373,55.1620248960357,6.1291138773373,0.0,0,0.0,0.0,127.35313569901686,249.93541324576287,Hotel,5footway.inn Project Chinatown 2,Friends,,,,
3415,2015,February,2015-02-16,Simon,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,376.95,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Female,"Executive (sales, administration)",Construction,Senior Executive, ,500.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,200.0,750.0,199.19620101346226,229.84177040014876,76.61392346671624,0.0,0,0.0,0.0,854.8531356990169,1360.505030579344,Hotel,V Hotel Lavender,Friends,,,,
3430,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Yogyakarta,Leisure,Visiting friends/relatives,419.09,Terminal 1,,,English,No,2 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,18.3873416320119,0.0,0,0.0,0.0,164.85313569901686,183.24047733102876,Stayed with relatives/ friends,,Alone,,,,
3431,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Yogyakarta,Leisure,Visiting friends/relatives,651.2692307692307,Terminal 1,,,English,No,8-10 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.50632856893517,25.53797448890542,6.810126530374778,0.0,0,0.0,0.0,104.85313569901686,208.70756528723223,Stayed with relatives/ friends,Amaris by Santika,Spouse,,,,
3432,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Yogyakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 1,,,English,Yes,3 days,Non-Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,30.5,10.0,0.0,0.0,0.0,40.5,130.24366989341763,40.86075918224867,15.322784693343252,0.0,0,0.0,0.0,145.35313569901686,331.78034946802643,Hotel,Hotel 81 - Dickson,Partner/ Boyfriend/ Girlfriend,,,,
3433,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Solo,Leisure,Visiting friends/relatives,714.8823529411765,Terminal 1,,,English,No,5 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.32278469334325,0.0,0,0.0,0.0,124.85313569901686,140.1759203923601,Stayed with relatives/ friends,,Spouse,,,,
3434,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Surabaya,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,651.2692307692307,Terminal 1,,,English,No,6 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,70.0,0.0,5.107594897781084,7.661392346671626,0.0,0,700.0,0.0,174.85313569901686,887.6221229434695,Stayed with relatives/ friends,,Spouse,,,,
3441,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Solo,Leisure,Holiday/ Rest & Relax,310.76296296296294,Terminal 1,,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Co Owner,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,20.430379591124336,20.430379591124336,0.0,0,0.0,0.0,126.85313569901686,167.71389488126553,Stayed with relatives/ friends,,Alone,,,,
3442,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Solo,Leisure,Holiday/ Rest & Relax,376.95,Terminal 1,,,English,Yes,3 days,Non-Packaged,Female,"Blue collar (technician, hairdresser, hawker, taxi drivers etc)",Manufacturing and Chemicals,Others (specify),Factory worker,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,30.0,61.29113877337301,45.968354080029755,20.430379591124336,0.0,0,0.0,0.0,134.85313569901686,262.54300814354394,Hostel (Rental by bed),,Alone,,,,
3446,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Jakarta,Healthcare+Accompanying Pax,Accompanying a Healthcare/medical visitor for Outpatient consultation/treat,632.1451612903226,Terminal 1,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,388.37851802873695,0.0,45.96835408002975,0.0,0,400.0,0.0,134.85313569901686,969.2000078077835,Hotel,Mandarin Orchard Singapore,Spouse,,,,
3447,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Jakarta,Leisure,Visiting friends/relatives,1139.851851851852,Terminal 1,,,English,No,1 day,Non-Packaged,Female,Retired,,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,567.5867873616895,612.91138773373,0.0,0.0,0,0.0,0.0,128.85313569901686,1309.3513107944364,Hotel,Hotel Jen Tanglin Singapore,Alone,,,,
3448,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Jakarta,Education+Accompanying Pax,Skills development/skills training/vocational training,376.95,Terminal 1,,,English,No,5 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Environment and Energy,Others (specify),Engineer,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,220.76733841981525,0.0,0.0,0.0,0,0.0,0.0,129.85313569901686,350.62047411883213,Hotel,Ibis Singapore on Bencoolen,Business associates/ Colleagues,,,,
3454,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,419.09,Terminal 1,,,English,No,2 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Wholesale and Retail Trade,Others (specify),Owner,23.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,35.0,78.86590319467696,76.61392346671624,0.0,0.0,0,0.0,0.0,139.85313569901686,295.3329623604101,Hotel,Hotel 101,Friends,,,,
3455,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Jakarta,Leisure,Visiting friends/relatives,550.7349397590361,Terminal 1,,,English,No,2 days,Non-Packaged,Female,"Mager (CEO, company director, senior mager)",Marketing & Media,Mager/ Assistant Mager, ,0.0,0.0,0.0,75.0,50.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,45.96835408002975,0.0,0,0.0,0.0,229.85313569901686,275.8214897790466,Stayed with relatives/ friends,,Alone,,,,
3456,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Jakarta,Leisure,Visiting friends/relatives,714.8823529411765,Terminal 1,,,Chinese,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.215189795562168,0.0,0,0.0,0.0,104.85313569901686,115.06832549457903,Stayed with relatives/ friends,,Children aged 20-39 yrs,,,,
3457,2015,February,2015-02-17,Bay Poh Choo,Indonesia,Jakarta,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",1042.0714285714287,Terminal 1,,,Chinese,No,3 days,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,35.0,55.0,0.0,0.0,15.322784693343252,0.0,0,0.0,0.0,159.85313569901686,175.17592039236013,Stayed with relatives/ friends,,Spouse,,,,
3465,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 3,,,English,No,2 days,Non-Packaged,Male,Student,,, ,125.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,225.0,91.9367081600595,61.291138773373,30.6455693866865,0.0,0,0.0,0.0,329.8531356990169,513.7265520191359,Hotel,Fragrance Hotel - Ruby,Friends,,,,
3466,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,351.8817204301075,Terminal 3,,,English,Yes,2 days,Non-Packaged,Male,Student,,, ,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,145.0,91.9367081600595,61.291138773373,30.6455693866865,0.0,0,0.0,0.0,249.85313569901686,433.72655201913585,Hotel,Fragrance Hotel - Ruby,Friends,,,,
3467,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Visiting friends/relatives,1139.851851851852,Terminal 3,,,Chinese,No,15-29 days,Non-Packaged,Female,Retired,,, ,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150.0,0.0,38.30696173335812,15.32278469334325,0.0,0,0.0,0.0,254.85313569901686,308.4828821257182,Stayed with relatives/ friends,,Alone,,,,
3468,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Healthcare+Accompanying Pax,Outpatient consultation/treatment,550.7349397590361,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Environment and Energy,Clerk/ Secretary/ Persol Assistant, ,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,153.22784693343252,81.72151836449734,25.53797448890542,0.0,0,0.0,0.0,154.85313569901686,415.34047548585215,Hotel,Hotel 81 - Bugis,Friends,,,,
3471,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,550.7349397590361,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",InfoComm Technology,Director, ,0.0,0.0,2000.0,200.0,200.0,0.0,0.0,0.0,0.0,2400.0,153.2278469334325,153.2278469334325,40.86075918224867,0.0,0,0.0,0.0,2504.853135699017,2852.1695887481305,Hotel,V Hotel Lavender,Business associates/ Colleagues,,,,
3472,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,315.2549019607843,Terminal 3,,,English,No,4 days,Non-Packaged,Male,Student,,, ,66.66666666666667,0.0,0.0,0.0,23.333333333333332,10.0,0.0,0.0,0.0,100.0,357.53164284467584,109.8132903022933,15.32278469334325,0.0,0,0.0,0.0,204.85313569901686,687.5208535393292,Hotel,Mandarin Orchard Singapore,Parents/ Parents-in-law,,,,
3474,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,376.95,Terminal 3,,,English,No,2 days,Non-Packaged,Female,"Executive (sales, administration)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Senior Executive, ,500.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,550.0,153.2278469334325,132.79746734230818,20.430379591124336,0.0,0,0.0,0.0,654.8531356990169,961.3088295658818,Hotel,Big Hotel,Friends,,,,
3475,2015,February,2015-02-17,Simon,Indonesia,Indonesia,Healthcare+Accompanying Pax,Outpatient consultation/treatment,714.8823529411765,Terminal 3,,,English,No,3 days,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",Others (specify),Others (specify),Lawyer,700.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,766.1392346671626,183.87341632011902,51.07594897781084,0.0,0,0.0,0.0,2804.853135699017,3805.9417356641093,Hotel,"Swissotel The Stamford, Singapore",Alone,,,,
3476,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,1042.0714285714287,Terminal 3,,,English,No,1 day,Non-Packaged,Male,"Executive (sales, administration)",Wholesale and Retail Trade,Senior Executive, ,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,75.0,175.0,766.1392346671624,459.6835408002975,91.9367081600595,0.0,0,0.0,0.0,279.8531356990169,1597.6126193265363,Hotel,Marina Bay Sands Singapore,Friends,,,,
3477,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,419.09,Terminal 3,,,English,No,1 day,Non-Packaged,Female,Homemaker (Full time),,, ,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,28.5,367.746832640238,183.873416320119,30.6455693866865,0.0,0,0.0,0.0,133.35313569901686,715.6189540460604,Hotel,York Hotel,Siblings,,,,
3479,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,419.09,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Female,"Executive (sales, administration)",Manufacturing and Chemicals,Senior Executive, ,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,858.075942827222,398.3924020269245,61.291138773373,0.0,0,0.0,0.0,115.85313569901686,1433.6126193265363,Hotel,Hotel Jen Tanglin Singapore,Business associates/ Colleagues,,,,
3480,2015,February,2015-02-17,Simon,Indonesia,Surabaya,Healthcare+Accompanying Pax,Outpatient consultation/treatment,714.8823529411765,Terminal 3,,,Chinese,No,1 day,Non-Packaged,Male,Others (specify),Transportation and Logistics,Others (specify),Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.36708775118383,153.2278469334325,30.6455693866865,0.0,0,0.0,0.0,104.85313569901686,401.09363977031967,Hotel,V Hotel Lavender,Spouse,Children aged 13-19 yrs,,,
3481,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,550.7349397590361,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Electronics & Precision Engineering,Mager/ Assistant Mager, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.7835389551209,153.2278469334325,122.582277546746,0.0,0,0.0,0.0,104.85313569901686,1082.4467991343163,Hotel,Furama City Centre Singapore,Alone,,,,
3482,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Education+Accompanying Pax,"Executive training, including training workshops and seminar",419.09,Terminal 3,,,English,No,15-29 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Transportation and Logistics,Mager/ Assistant Mager, ,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,531.1898693692327,143.01265713787035,30.6455693866865,0.0,0,0.0,0.0,904.8531356990169,1609.7012315928064,Hotel,Ramada Singapore at Zhongshan Park,Alone,,,,
3483,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,419.09,Terminal 3,,,English,No,2 days,Non-Packaged,Male,"Mager (CEO, company director, senior mager)",Sciences and Engineering,Mager/ Assistant Mager, ,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,260.48733978683526,139.2980426667568,27.859608533351366,0.0,0,0.0,0.0,154.85313569901686,582.4981266859603,Hotel,Summer View Hotel,Friends,,,,
3484,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,376.95,Terminal 3,,,English,No,2 days,Business (Non-Packaged),Female,"Mager (CEO, company director, senior mager)",Mining and Quarrying,CEO/ Assistant CEO, ,500.0,0.0,0.0,0.0,833.3333333333334,0.0,0.0,0.0,0.0,1333.3333333333335,858.075942827222,183.873416320119,30.6455693866865,0.0,0,0.0,0.0,1438.18646903235,2510.7813975663776,Hotel,Hotel Royal,Parents/ Parents-in-law,,,,
3485,2015,February,2015-02-17,Simon,Indonesia,Jakarta,Business+Accompanying Pax,Corporate/business meetings,419.09,Terminal 3,,,English,No,1 day,Business (Non-Packaged),Male,"Mager (CEO, company director, senior mager)",Fincial and Insurance Activities,Director, ,300.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,500.0,858.075942827222,1317.7594836275196,153.2278469334325,0.0,0,0.0,0.0,604.8531356990169,2933.916409087191,Hotel,"Swissotel The Stamford, Singapore",Alone,,,,
3486,2015,February,2015-02-21,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,361.55555555555554,,RFT,,English,Yes,2 days,Packaged,Male,Student,,, ,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,75.0,155.7407407407408,24.8456790123456,27.2037037037038,0.0,0,0.0,0.0,179.85313569901686,387.6432591558071,Hotel,Summer View Hotel,Parents/ Parents-in-law,Siblings,,,
3489,2015,February,2015-02-21,Philip Chew,Indonesia,Surabaya,Leisure,Holiday/ Rest & Relax,432.8666666666667,,RFT,,English,No,3 days,Non-Packaged,Male,"Other White collar (Teacher, Nurse, secretary, receptionist, cashier etc)",Transportation and Logistics,Senior Executive, ,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,300.0,125.790746626519,167.72099550202532,83.86049775101266,0.0,0,0.0,0.0,404.8531356990169,782.2253755785738,Hotel,Hotel 81 - Geylang,Alone,,,,
3490,2015,February,2015-02-21,Philip Chew,Indonesia,Batam,Leisure,Visiting friends/relatives,341.9375,,RFT,,English,No,15-29 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Accommodation and Food & Beverage-related activities,Others (specify),Partner,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,67.733478952741,9.676211278963,0.0,0,0.0,0.0,604.8531356990169,682.2628259307209,Stayed with relatives/ friends,,Alone,,,,
3492,2015,February,2015-02-21,Philip Chew,Indonesia,Batam,Others/ Refused,"Others - Personal (e.g. weddings, funerals, etc)",1139.851851851852,,RFT,,English,No,1 day,Non-Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)","Design related activities (e.g. architecture, interior, product, graphic design etc)",Others (specify),Partner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.784804053849,0.0,116.4531636694087,0.0,0,0.0,0.0,104.85313569901686,1018.0911034222746,Hotel,River View Hotel,Alone,,,,
3493,2015,February,2015-02-21,Philip Chew,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,376.95,,RFT,,English,No,2 days,Non-Packaged,Male,"Executive (sales, administration)",Real Estate Activities,Junior Executive, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.9780982723362,153.2278469334325,18.3873416320119,0.0,0,0.0,0.0,104.85313569901686,1084.4464225367974,Hotel,Hotel Michael,Spouse,,,,
3495,2015,February,2015-02-21,Philip Chew,Indonesia,Batam,Leisure,To shop/attend shopping events in Singapore,368.2857142857143,,RFT,,English,No,Under 1 day,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Fincial and Insurance Activities,Others (specify),Banker,2.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,6.289537331325949,6.289537331325949,0.0,0,0.0,0.0,112.35313569901686,124.93221036166875,Accommodation not required - Day Tripper,,Friends,,,,
3496,2015,February,2015-02-21,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,621.195652173913,,RFT,,English,No,3 days,Non-Packaged,Male,"Businessman (small company, <50 people)",Electronics & Precision Engineering,General Mager, ,125.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,175.0,113.21167196386709,125.790746626519,20.965124437753165,0.0,0,0.0,0.0,279.8531356990169,539.8206787271561,Hotel,Hotel 81 - Dickson,Spouse,Parents/ Parents-in-law,Siblings,,
3497,2015,February,2015-02-21,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,368.2857142857143,,RFT,,English,No,1 day,Non-Packaged,Female,"Professiols (doctor, lawyer, lecturer, etc)",Education,Others (specify),Accountant,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,74.0,188.68611993977848,16.772099550202533,25.158149325303796,0.0,0,0.0,0.0,178.85313569901686,409.46950451430166,Hotel,Hotel Nuve,Siblings,,,,
3498,2015,February,2015-02-21,Philip Chew,Indonesia,Jakarta,Leisure,Holiday/ Rest & Relax,376.95,,RFT,,English,Yes,2 days,Packaged,Male,"Professiols (doctor, lawyer, lecturer, etc)",InfoComm Technology,Others (specify),Consultant,80.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,230.0,155.7407407407408,24.8456790123456,27.2037037037038,0.0,0,0.0,0.0,334.8531356990169,542.643259155807,Hotel,Parc Sovereign Hotel,Spouse,Parents/ Parents-in-law,Siblings,,
3500,2015,February,2015-02-21,Philip Chew,Indonesia,Batam,Leisure,Holiday/ Rest & Relax,1725.0,,RFT,,English,No,1 day,Non-Packaged,Female,Student,,, ,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,25.158149325303796,0.0,0,0.0,0.0,164.85313569901686,190.01128502432067,Stayed with relatives/ friends,,Parents/ Parents-in-law,,,,
